Station ID,Visit,Data_Source,Location,Date,Chl,MC
NLA06608-0447,1,NLA 07,,,1.205,NA
NLA06608-0447,1,NLA 12,,,NA,NA
NLA06608-0447,1,NLA 12,,,1.94,0.10865
NLA06608-0449,1,NLA 07,,,4.391,NA
NLA06608-0452,1,NLA 07,,,7.246,NA
NLA06608-0453,1,NLA 07,,,4.314,NA
NLA06608-0454,1,NLA 07,,,3.2,NA
NLA06608-0454,1,NLA 12,,,2.154666667,NA
NLA06608-0454,1,NLA 12,,,1.03,NA
NLA06608-0456,1,NLA 07,,,25.098,0.26
NLA06608-0458,1,NLA 07,,,15.056,0.41
NLA06608-0459,1,NLA 07,,,3.984,0.33
NLA06608-0459,1,NLA 12,,,8.48,0.15209
NLA06608-0459,1,NLA 12,,,10,0.13382
NLA06608-0462,1,NLA 07,,,NA,NA
NLA06608-0463,1,NLA 07,,,30.72,0.21
NLA06608-0467,1,NLA 07,,,12.72,0.12
NLA06608-0467,1,NLA 12,,,30.5,0.289
NLA06608-0467,1,NLA 12,,,20.4,0.212
NLA06608-0468,1,NLA 07,,,0.643,NA
NLA06608-0469,1,NLA 07,,,3.352,NA
NLA06608-0470,1,NLA 07,,,1.512,NA
NLA06608-0471,1,NLA 07,,,5.52,0.32
NLA06608-0471,1,NLA 12,,,5.22,0.11301
NLA06608-0471,1,NLA 12,,,5.904,0.13169
NLA06608-0472,1,NLA 07,,,19.2,1.5
NLA06608-0473,1,NLA 07,,,36.823,0.52
NLA06608-0479,1,NLA 07,,,5.296,NA
NLA06608-0480,1,NLA 07,,,1.52,0.13
NLA06608-0480,2,NLA 07,,,1.318,0.21
NLA06608-0483,1,NLA 07,,,3.84,NA
NLA06608-0484,1,NLA 07,,,126.4,2.5
NLA06608-0488,1,NLA 07,,,49.68,NA
NLA06608-0488,1,NLA 12,,,30.8,0.10719
NLA06608-0488,1,NLA 12,,,29.33333333,0.13278
NLA06608-0489,1,NLA 07,,,24.32,1.8
NLA06608-0491,1,NLA 07,,,7.2,1.2
NLA06608-0493,1,NLA 07,,,9.472,0.29
NLA06608-0494,1,NLA 07,,,24.64,NA
NLA06608-0495,1,NLA 07,,,1.774,NA
NLA06608-0496,1,NLA 07,,,0.694,0.38
NLA06608-0497,1,NLA 07,,,0.858,NA
NLA06608-0498,1,NLA 07,,,26.424,NA
NLA06608-0498,1,NLA 12,,,10.76,NA
NLA06608-0498,1,NLA 12,,,28.404,NA
NLA06608-0500,1,NLA 07,,,13.12,NA
NLA06608-0501,1,NLA 07,,,0.634,NA
NLA06608-0501,1,NLA 12,,,0.636,NA
NLA06608-0501,1,NLA 12,,,0.57,NA
NLA06608-0502,1,NLA 07,,,2.28,1.8
NLA06608-0503,1,NLA 07,,,244.8,2.8
NLA06608-0503,1,NLA 12,,,53.6,1.422
NLA06608-0503,1,NLA 12,,,41.26,3.04865
NLA06608-0508,1,NLA 07,,,28,NA
NLA06608-0509,1,NLA 07,,,1.232,NA
NLA06608-0510,1,NLA 07,,,71.2,1.2
NLA06608-0510,1,NLA 12,,,17.9,1.85603
NLA06608-0510,1,NLA 12,,,59.2,2.98849
NLA06608-0511,1,NLA 07,,,2.352,NA
NLA06608-0512,1,NLA 07,,,11.84,2.3
NLA06608-0514,1,NLA 07,,,3.856,NA
NLA06608-0514,1,NLA 12,,,3.47,NA
NLA06608-0514,1,NLA 12,,,6.94,NA
NLA06608-0514,2,NLA 12,,,5.14,NA
NLA06608-0514,2,NLA 12,,,2.22,NA
NLA06608-0515,1,NLA 07,,,5.92,2.4
NLA06608-0523,1,NLA 07,,,48.6,0.41
NLA06608-0526,1,NLA 07,,,11.008,NA
NLA06608-0526,1,NLA 12,,,6.5,NA
NLA06608-0526,1,NLA 12,,,5.536,NA
NLA06608-0527,1,NLA 12,,,7.47,NA
NLA06608-0527,1,NLA 12,,,5.645714286,NA
NLA06608-0528,1,NLA 07,,,11.792,NA
NLA06608-0529,1,NLA 07,,,26.08,3.5
NLA06608-0529,1,NLA 12,,,25.76,1.92038
NLA06608-0529,1,NLA 12,,,3.64,NA
NLA06608-0530,1,NLA 07,,,17.76,0.55
NLA06608-0530,1,NLA 12,,,12.13,0.61887
NLA06608-0530,1,NLA 12,,,6.896,0.56993
NLA06608-0530,2,NLA 12,,,76.8,0.16821
NLA06608-0530,2,NLA 12,,,258,0.28153
NLA06608-0531,1,NLA 07,,,3.813,0.91
NLA06608-0533,1,NLA 07,,,3.18,NA
NLA06608-0534,1,NLA 12,,,20.22857143,NA
NLA06608-0534,1,NLA 12,,,3.51,NA
NLA06608-0537,1,NLA 07,,,2.335,NA
NLA06608-0540,1,NLA 07,,,95.04,0.38
NLA06608-0541,1,NLA 07,,,6.016,NA
NLA06608-0541,1,NLA 12,,,13.46,NA
NLA06608-0541,1,NLA 12,,,9.248,0.10775
NLA06608-0542,1,NLA 07,,,3.184,NA
NLA06608-0546,1,NLA 07,,,14.944,NA
NLA06608-0547,1,NLA 07,,,2.107,0.75
NLA06608-0550,1,NLA 07,,,1.312,NA
NLA06608-0551,1,NLA 07,,,16.8,0.94
NLA06608-0551,1,NLA 12,,,63.36,NA
NLA06608-0551,1,NLA 12,,,41.76,NA
NLA06608-0555,1,NLA 07,,,5.653,NA
NLA06608-0558,1,NLA 07,,,7.216,NA
NLA06608-0560,1,NLA 07,,,12.96,NA
NLA06608-0560,1,NLA 12,,,17.44,NA
NLA06608-0560,1,NLA 12,,,14.5,NA
NLA06608-0561,1,NLA 07,,,0.139,NA
NLA06608-0562,1,NLA 07,,,2.08,NA
NLA06608-0562,1,NLA 12,,,2.616,NA
NLA06608-0562,1,NLA 12,,,7.01,0.11721
NLA06608-0562,2,NLA 07,,,2.352,NA
NLA06608-0564,1,NLA 07,,,6.648,NA
NLA06608-0564,1,NLA 12,,,4.52,NA
NLA06608-0564,1,NLA 12,,,4.49,NA
NLA06608-0564,2,NLA 12,,,22,NA
NLA06608-0564,2,NLA 12,,,23.4,NA
NLA06608-0565,1,NLA 07,,,40.896,NA
NLA06608-0569,1,NLA 07,,,54,1
NLA06608-0569,1,NLA 12,,,32.3,0.21695
NLA06608-0569,1,NLA 12,,,55.52,0.95401
NLA06608-0570,1,NLA 07,,,3.488,NA
NLA06608-0579,1,NLA 07,,,7.136,0.92
NLA06608-0579,1,NLA 12,,,16.78,0.11081
NLA06608-0579,1,NLA 12,,,17.28,NA
NLA06608-0580,1,NLA 07,,,1.816,NA
NLA06608-0581,1,NLA 07,,,1.928,NA
NLA06608-0582,1,NLA 07,,,15.696,NA
NLA06608-0583,1,NLA 07,,,326.88,NA
NLA06608-0585,1,NLA 07,,,2.528,NA
NLA06608-0585,1,NLA 12,,,3.84,NA
NLA06608-0585,1,NLA 12,,,6.93,0.1455
NLA06608-0587,1,NLA 07,,,15.28,0.31
NLA06608-0587,2,NLA 07,,,20.923,0.17
NLA06608-0588,1,NLA 07,,,7.467,NA
NLA06608-0588,1,NLA 12,,,7.46,NA
NLA06608-0588,1,NLA 12,,,6.433333333,NA
NLA06608-0588,2,NLA 12,,,5.333,0.10406
NLA06608-0588,2,NLA 12,,,8.52,NA
NLA06608-0590,1,NLA 07,,,NA,NA
NLA06608-0591,1,NLA 07,,,5.808,0.27
NLA06608-0591,1,NLA 12,,,5.024,0.14472
NLA06608-0591,1,NLA 12,,,6.16,0.18064
NLA06608-0593,1,NLA 07,,,10.688,NA
NLA06608-0593,1,NLA 12,,,3.674666667,NA
NLA06608-0593,1,NLA 12,,,1.71,NA
NLA06608-0594,1,NLA 07,,,20.64,0.14
NLA06608-0595,1,NLA 07,,,106.56,NA
NLA06608-0596,1,NLA 07,,,0.986,NA
NLA06608-0597,1,NLA 07,,,7.8,NA
NLA06608-0599,1,NLA 07,,,50.256,NA
NLA06608-0606,1,NLA 07,,,5.824,0.1
NLA06608-0608,1,NLA 07,,,102.6,NA
NLA06608-0608,1,NLA 12,,,59.12,NA
NLA06608-0608,1,NLA 12,,,65.2,0.11698
NLA06608-0609,1,NLA 07,,,187.92,6.3
NLA06608-0610,1,NLA 07,,,5.808,NA
NLA06608-0610,1,NLA 12,,,29.12,0.14031
NLA06608-0610,1,NLA 12,,,33.76,0.17144
NLA06608-0611,1,NLA 07,,,20.64,1.2
NLA06608-0611,1,NLA 12,,,46.9,3.18
NLA06608-0611,1,NLA 12,,,63,4.2
NLA06608-0611,2,NLA 12,,,77.2,2.325
NLA06608-0611,2,NLA 12,,,103,2.624
NLA06608-0614,1,NLA 07,,,1.216,NA
NLA06608-0614,1,NLA 12,,,3.71967655,0.1164
NLA06608-0614,1,NLA 12,,,3.81,NA
NLA06608-0616,1,NLA 07,,,1.692,NA
NLA06608-0617,1,NLA 07,,,2.443,NA
NLA06608-0618,1,NLA 07,,,10.173,NA
NLA06608-0619,1,NLA 07,,,2.952,NA
NLA06608-0622,1,NLA 07,,,4.4,NA
NLA06608-0623,1,NLA 07,,,23.2,NA
NLA06608-0623,1,NLA 12,,,107.28,1.61938
NLA06608-0623,1,NLA 12,,,105.984,4.26905
NLA06608-0624,1,NLA 07,,,35.2,NA
NLA06608-0625,1,NLA 07,,,0.615,NA
NLA06608-0627,1,NLA 07,,,3.192,0.5
NLA06608-0627,1,NLA 12,,,2.62,2.546
NLA06608-0627,1,NLA 12,,,3.15,2.06
NLA06608-0628,1,NLA 07,,,2.304,NA
NLA06608-0628,1,NLA 12,,,7.97,NA
NLA06608-0628,1,NLA 12,,,8.586666667,0.10312
NLA06608-0630,1,NLA 07,,,2.616,0.11
NLA06608-0632,1,NLA 07,,,34,NA
NLA06608-0634,1,NLA 07,,,139.68,2.6
NLA06608-0635,1,NLA 07,,,5.147,NA
NLA06608-0635,1,NLA 12,,,4.49,NA
NLA06608-0635,1,NLA 12,,,2.2,NA
NLA06608-0637,1,NLA 07,,,7.408,NA
NLA06608-0641,1,NLA 07,,,25.44,NA
NLA06608-0641,1,NLA 12,,,14.16,0.10638
NLA06608-0641,1,NLA 12,,,45.33333333,NA
NLA06608-0648,1,NLA 07,,,78.286,0.82
NLA06608-0648,1,NLA 12,,,120.8,16.43405
NLA06608-0648,1,NLA 12,,,108,15.46685
NLA06608-0649,1,NLA 07,,,3.64,NA
NLA06608-0649,1,NLA 12,,,4.7,NA
NLA06608-0649,1,NLA 12,,,3.8,NA
NLA06608-0650,1,NLA 07,,,6.896,NA
NLA06608-0651,1,NLA 07,,,12.96,NA
NLA06608-0654,1,NLA 07,,,9.152,NA
NLA06608-0657,1,NLA 07,,,12.48,NA
NLA06608-0657,1,NLA 12,,,7.3,NA
NLA06608-0657,1,NLA 12,,,6.528,0.18841
NLA06608-0658,1,NLA 07,,,1.116,NA
NLA06608-0659,1,NLA 07,,,24.144,NA
NLA06608-0660,1,NLA 07,,,2.904,NA
NLA06608-0660,1,NLA 12,,,4.84,NA
NLA06608-0660,1,NLA 12,,,4.284,NA
NLA06608-0661,1,NLA 07,,,25.92,0.18
NLA06608-0662,1,NLA 07,,,2.968,NA
NLA06608-0663,1,NLA 07,,,273.6,9
NLA06608-0665,1,NLA 07,,,2.496,NA
NLA06608-0665,1,NLA 12,,,3.14,0.12161
NLA06608-0665,1,NLA 12,,,3.12,NA
NLA06608-0671,1,NLA 07,,,1.115,NA
NLA06608-0672,1,NLA 07,,,63.36,0.13
NLA06608-0674,1,NLA 07,,,1.024,NA
NLA06608-0677,1,NLA 07,,,25.72,1.2
NLA06608-0677,1,NLA 12,,,6.492957746,NA
NLA06608-0677,1,NLA 12,,,6.29,NA
NLA06608-0678,1,NLA 07,,,8.267,NA
NLA06608-0679,1,NLA 07,,,12.112,0.86
NLA06608-0679,1,NLA 12,,,26.24,0.17
NLA06608-0679,1,NLA 12,,,22.08,0.34
NLA06608-0681,1,NLA 07,,,3.435,NA
NLA06608-0681,1,NLA 12,,,4.36,0.10434
NLA06608-0681,1,NLA 12,,,2.232,NA
NLA06608-0686,1,NLA 07,,,4.208,NA
NLA06608-0687,1,NLA 07,,,2.28,NA
NLA06608-0687,1,NLA 12,,,0.92,NA
NLA06608-0687,1,NLA 12,,,1.36,NA
NLA06608-0690,1,NLA 07,,,4.608,NA
NLA06608-0690,1,NLA 12,,,6.25,0.12112
NLA06608-0690,1,NLA 12,,,3.064,NA
NLA06608-0690,2,NLA 07,,,4.768,NA
NLA06608-0692,1,NLA 07,,,13.76,NA
NLA06608-0693,1,NLA 07,,,1.464,NA
NLA06608-0693,1,NLA 12,,,9,NA
NLA06608-0693,1,NLA 12,,,7,NA
NLA06608-0696,1,NLA 07,,,32.616,NA
NLA06608-0707,1,NLA 07,,,5.6,NA
NLA06608-0707,1,NLA 12,,,12.48,0.34641
NLA06608-0707,1,NLA 12,,,13.46666667,3.05054
NLA06608-0709,1,NLA 07,,,98.462,3.6
NLA06608-0710,1,NLA 07,,,7.44,NA
NLA06608-0710,1,NLA 12,,,15.5,NA
NLA06608-0710,1,NLA 12,,,14.6,NA
NLA06608-0710,2,NLA 12,,,31.47,NA
NLA06608-0710,2,NLA 12,,,8.288,NA
NLA06608-0711,1,NLA 07,,,16.32,NA
NLA06608-0712,1,NLA 07,,,3.056,NA
NLA06608-0713,1,NLA 07,,,1.652,NA
NLA06608-0713,1,NLA 12,,,1.508,NA
NLA06608-0713,1,NLA 12,,,1.47,NA
NLA06608-0715,1,NLA 07,,,3.545,NA
NLA06608-0715,1,NLA 12,,,2.293333333,NA
NLA06608-0715,1,NLA 12,,,1.66,NA
NLA06608-0717,1,NLA 07,,,216,0.9
NLA06608-0718,1,NLA 07,,,2.64,NA
NLA06608-0720,1,NLA 07,,,19.2,NA
NLA06608-0721,1,NLA 07,,,7.104,NA
NLA06608-0721,1,NLA 12,,,109.6,0.13071
NLA06608-0721,1,NLA 12,,,36.64,NA
NLA06608-0723,1,NLA 07,,,5.646,NA
NLA06608-0723,1,NLA 12,,,13.28,0.12089
NLA06608-0723,1,NLA 12,,,5.28,NA
NLA06608-0724,1,NLA 07,,,2.968,NA
NLA06608-0726,1,NLA 07,,,1.504,NA
NLA06608-0726,1,NLA 12,,,2.344,NA
NLA06608-0726,1,NLA 12,,,48.64,NA
NLA06608-0726,2,NLA 12,,,2.896,NA
NLA06608-0726,2,NLA 12,,,1.7,NA
NLA06608-0727,1,NLA 07,,,130.4,NA
NLA06608-0727,1,NLA 12,,,86.954,42.7485
NLA06608-0727,1,NLA 12,,,90.72,42.175
NLA06608-0731,1,NLA 07,,,2.88,0.14
NLA06608-0733,1,NLA 07,,,2.847,NA
NLA06608-0734,1,NLA 07,,,3.152,NA
NLA06608-0734,1,NLA 12,,,4.21,0.37907
NLA06608-0734,1,NLA 12,,,3.568,0.57379
NLA06608-0738,1,NLA 07,,,1.696,NA
NLA06608-0743,1,NLA 07,,,6.032,NA
NLA06608-0744,1,NLA 07,,,97.488,NA
NLA06608-0749,1,NLA 07,,,13.744,NA
NLA06608-0749,1,NLA 12,,,11.504,NA
NLA06608-0749,1,NLA 12,,,25.44,NA
NLA06608-0751,1,NLA 07,,,3.616,NA
NLA06608-0751,1,NLA 12,,,3.384,NA
NLA06608-0751,1,NLA 12,,,1.32,NA
NLA06608-0753,1,NLA 07,,,8.8,0.46
NLA06608-0754,1,NLA 07,,,1.152,NA
NLA06608-0755,1,NLA 07,,,114.6,NA
NLA06608-0756,1,NLA 07,,,10.96,NA
NLA06608-0756,1,NLA 12,,,17.44,NA
NLA06608-0756,1,NLA 12,,,14.72,NA
NLA06608-0759,1,NLA 07,,,185.4,1.7
NLA06608-0761,1,NLA 07,,,54,1.8
NLA06608-0761,1,NLA 12,,,38.48,0.40536
NLA06608-0761,1,NLA 12,,,35.76,0.32277
NLA06608-0762,1,NLA 07,,,133.2,192
NLA06608-0762,1,NLA 12,,,41.4,39.946
NLA06608-0762,1,NLA 12,,,59.6,34.5845
NLA06608-0764,1,NLA 07,,,24.264,NA
NLA06608-0765,1,NLA 07,,,11.392,NA
NLA06608-0765,1,NLA 12,,,5.79,NA
NLA06608-0765,1,NLA 12,,,9.35,NA
NLA06608-0766,1,NLA 07,,,33.936,6.2
NLA06608-0769,1,NLA 07,,,15.36,0.14
NLA06608-0769,1,NLA 12,,,3.16,NA
NLA06608-0769,1,NLA 12,,,3.562666667,NA
NLA06608-0770,1,NLA 07,,,6.815,NA
NLA06608-0771,1,NLA 07,,,6.4,3.6
NLA06608-0771,1,NLA 12,,,3.76,0.19
NLA06608-0771,1,NLA 12,,,13.984,NA
NLA06608-0775,1,NLA 07,,,1.816,NA
NLA06608-0775,1,NLA 12,,,7.62,0.17464
NLA06608-0775,1,NLA 12,,,3.744,0.18266
NLA06608-0779,1,NLA 07,,,98.496,0.14
NLA06608-0781,1,NLA 07,,,17.92,NA
NLA06608-0781,1,NLA 12,,,19.08571429,NA
NLA06608-0781,1,NLA 12,,,10.7,NA
NLA06608-0781,2,NLA 12,,,13.97333333,NA
NLA06608-0781,2,NLA 12,,,13.55,NA
NLA06608-0782,1,NLA 07,,,3.28,NA
NLA06608-0783,1,NLA 07,,,50.933,NA
NLA06608-0783,1,NLA 12,,,88.4,NA
NLA06608-0783,1,NLA 12,,,81.6,NA
NLA06608-0785,1,NLA 07,,,6.568,NA
NLA06608-0792,1,NLA 07,,,30.24,NA
NLA06608-0792,1,NLA 12,,,14.85714286,0.16833
NLA06608-0792,1,NLA 12,,,14.06,0.10528
NLA06608-0793,1,NLA 07,,,3.072,NA
NLA06608-0794,1,NLA 07,,,1.056,NA
NLA06608-0794,1,NLA 12,,,0.54,NA
NLA06608-0794,1,NLA 12,,,0.5,NA
NLA06608-0794,2,NLA 07,,,0.464,NA
NLA06608-0797,1,NLA 07,,,4.24,NA
NLA06608-0802,1,NLA 07,,,5.232,NA
NLA06608-0804,1,NLA 07,,,5.013,NA
NLA06608-0804,1,NLA 12,,,9.23,0.12747
NLA06608-0804,1,NLA 12,,,13.376,0.14259
NLA06608-0805,1,NLA 07,,,2.272,NA
NLA06608-0805,1,NLA 12,,,30.08,0.5243
NLA06608-0805,1,NLA 12,,,26.08,0.58241
NLA06608-0806,1,NLA 07,,,8.32,NA
NLA06608-0807,1,NLA 07,,,27.504,3.1
NLA06608-0807,1,NLA 12,,,16.52,0.26794
NLA06608-0807,1,NLA 12,,,14.96,0.26714
NLA06608-0808,1,NLA 07,,,76.8,0.11
NLA06608-0808,1,NLA 12,,,60,NA
NLA06608-0808,1,NLA 12,,,64.8,NA
NLA06608-0808,2,NLA 12,,,53.5,0.15167
NLA06608-0808,2,NLA 12,,,51.2,0.18321
NLA06608-0809,1,NLA 07,,,3.008,NA
NLA06608-0811,1,NLA 07,,,50.04,NA
NLA06608-0812,1,NLA 07,,,6.448,NA
NLA06608-0812,1,NLA 12,,,NA,0.11086
NLA06608-0812,1,NLA 12,,,16.16,NA
NLA06608-0815,1,NLA 07,,,27.2,NA
NLA06608-0815,1,NLA 12,,,24.48,NA
NLA06608-0815,1,NLA 12,,,12.3,NA
NLA06608-0820,1,NLA 07,,,120.8,NA
NLA06608-0820,1,NLA 12,,,22.88,NA
NLA06608-0820,1,NLA 12,,,30.72,NA
NLA06608-0823,1,NLA 07,,,2.084,NA
NLA06608-0824,1,NLA 07,,,6.229,NA
NLA06608-0824,1,NLA 12,,,6.77,NA
NLA06608-0824,1,NLA 12,,,6.99,0.1062
NLA06608-0825,1,NLA 07,,,39.696,15
NLA06608-0827,1,NLA 07,,,11.6,NA
NLA06608-0827,1,NLA 12,,,15.62,0.18316
NLA06608-0827,1,NLA 12,,,20,0.22579
NLA06608-0828,1,NLA 07,,,68.4,0.28
NLA06608-0828,1,NLA 12,,,35.04,1.05791
NLA06608-0828,1,NLA 12,,,34.08,1.46778
NLA06608-0830,1,NLA 07,,,272,NA
NLA06608-0831,1,NLA 07,,,1.304,NA
NLA06608-0831,1,NLA 12,,,1.348,NA
NLA06608-0831,1,NLA 12,,,1.08,0.17441
NLA06608-0831,2,NLA 12,,,1.232941176,NA
NLA06608-0831,2,NLA 12,,,1.41,NA
NLA06608-0833,1,NLA 07,,,0.792,NA
NLA06608-0834,1,NLA 07,,,8.053,NA
NLA06608-0834,1,NLA 12,,,3.228,NA
NLA06608-0834,1,NLA 12,,,3.31,NA
NLA06608-0834,2,NLA 12,,,7.15,NA
NLA06608-0834,2,NLA 12,,,6.773333333,NA
NLA06608-0836,1,NLA 07,,,2.695,NA
NLA06608-0837,1,NLA 07,,,55.584,NA
NLA06608-0837,1,NLA 12,,,4.7,NA
NLA06608-0837,1,NLA 12,,,4.88,NA
NLA06608-0842,1,NLA 07,,,1.557,NA
NLA06608-0843,1,NLA 07,,,2.565,NA
NLA06608-0846,1,NLA 07,,,31.84,1.3
NLA06608-0846,1,NLA 12,,,22.1,0.444
NLA06608-0846,1,NLA 12,,,18.5,0.283
NLA06608-0847,1,NLA 07,,,189.36,78
NLA06608-0849,1,NLA 07,,,4.696,NA
NLA06608-0850,1,NLA 07,,,2.304,NA
NLA06608-0851,1,NLA 07,,,7.8,0.12
NLA06608-0851,1,NLA 12,,,9.955555556,0.10574
NLA06608-0851,1,NLA 12,,,17.76,0.12371
NLA06608-0856,1,NLA 07,,,9.467,NA
NLA06608-0856,1,NLA 12,,,28.8,NA
NLA06608-0856,1,NLA 12,,,38.8,NA
NLA06608-0857,1,NLA 07,,,12.72,0.16
NLA06608-0859,1,NLA 07,,,11.472,1.3
NLA06608-0860,1,NLA 07,,,11.168,NA
NLA06608-0860,2,NLA 07,,,6.672,NA
NLA06608-0862,1,NLA 07,,,3.568,NA
NLA06608-0863,1,NLA 07,,,14.384,0.1
NLA06608-0864,1,NLA 07,,,9.223,NA
NLA06608-0864,1,NLA 12,,,18.88,0.17655
NLA06608-0864,1,NLA 12,,,12.667,0.15512
NLA06608-0864,2,NLA 12,,,64.4,0.28017
NLA06608-0864,2,NLA 12,,,52.8,0.19436
NLA06608-0865,1,NLA 07,,,83.52,0.75
NLA06608-0868,1,NLA 07,,,29.48,1.3
NLA06608-0869,1,NLA 07,,,11.657,NA
NLA06608-0870,1,NLA 07,,,0.488,NA
NLA06608-0870,1,NLA 12,,,1.48,NA
NLA06608-0870,1,NLA 12,,,0.997894737,NA
NLA06608-0871,1,NLA 07,,,256.32,0.92
NLA06608-0872,1,NLA 07,,,14.32,NA
NLA06608-0873,1,NLA 07,,,9.98,NA
NLA06608-0874,1,NLA 07,,,14.16,NA
NLA06608-0875,1,NLA 07,,,6.136,0.52
NLA06608-0877,1,NLA 07,,,11.8,NA
NLA06608-0877,1,NLA 12,,,13,NA
NLA06608-0877,1,NLA 12,,,5.244,NA
NLA06608-0878,1,NLA 07,,,6.112,0.6
NLA06608-0880,1,NLA 07,,,41.6,NA
NLA06608-0881,1,NLA 07,,,15.886,NA
NLA06608-0881,1,NLA 12,,,3.744,NA
NLA06608-0881,1,NLA 12,,,3.5,NA
NLA06608-0885,1,NLA 07,,,23.04,NA
NLA06608-0889,1,NLA 07,,,11.925,NA
NLA06608-0889,1,NLA 12,,,3.07,NA
NLA06608-0889,1,NLA 12,,,4.305882353,NA
NLA06608-0890,1,NLA 07,,,3.384,NA
NLA06608-0891,1,NLA 07,,,30.677,0.12
NLA06608-0893,1,NLA 07,,,6.96,NA
NLA06608-0895,1,NLA 07,,,13.856,NA
NLA06608-0895,1,NLA 12,,,12.78,NA
NLA06608-0895,1,NLA 12,,,10.42,NA
NLA06608-0899,1,NLA 07,,,69.192,12
NLA06608-0900,1,NLA 07,,,15.648,NA
NLA06608-0904,1,NLA 07,,,77.2,NA
NLA06608-0905,1,NLA 07,,,1.294,NA
NLA06608-0906,1,NLA 07,,,0.832,NA
NLA06608-0906,1,NLA 12,,,0.62,NA
NLA06608-0906,1,NLA 12,,,0.6656,NA
NLA06608-0913,1,NLA 07,,,3.44,0.32
NLA06608-0913,1,NLA 12,,,4.7,0.19376
NLA06608-0913,1,NLA 12,,,3.272,NA
NLA06608-0914,1,NLA 07,,,1.288,NA
NLA06608-0914,1,NLA 12,,,6,NA
NLA06608-0914,1,NLA 12,,,1.508571429,NA
NLA06608-0915,1,NLA 07,,,37.872,NA
NLA06608-0916,1,NLA 07,,,1.727,NA
NLA06608-0916,1,NLA 12,,,0.371,NA
NLA06608-0916,1,NLA 12,,,0.61,NA
NLA06608-0918,1,NLA 07,,,2.384,NA
NLA06608-0918,1,NLA 12,,,2.736,NA
NLA06608-0918,1,NLA 12,,,3.5,0.10617
NLA06608-0921,1,NLA 07,,,19.5,0.28
NLA06608-0922,1,NLA 07,,,1.243,NA
NLA06608-0922,1,NLA 12,,,1.02,NA
NLA06608-0922,1,NLA 12,,,1.18,0.19594
NLA06608-0924,1,NLA 07,,,98,225
NLA06608-0924,1,NLA 12,,,182.6666667,0.91381
NLA06608-0924,1,NLA 12,,,257.33,1.08563
NLA06608-0925,1,NLA 07,,,1.018,NA
NLA06608-0926,1,NLA 07,,,1.472,NA
NLA06608-0927,1,NLA 07,,,2.715,NA
NLA06608-0929,1,NLA 07,,,1.561,NA
NLA06608-0930,1,NLA 07,,,1.304,NA
NLA06608-0930,1,NLA 12,,,2.05,NA
NLA06608-0930,1,NLA 12,,,1.74,0.12133
NLA06608-0931,1,NLA 12,,,2.73,0.12114
NLA06608-0931,1,NLA 12,,,3.08,NA
NLA06608-0933,1,NLA 07,,,8.16,NA
NLA06608-0933,1,NLA 12,,,8.114285714,NA
NLA06608-0933,1,NLA 12,,,18,0.67997
NLA06608-0934,1,NLA 07,,,0.067,NA
NLA06608-0934,1,NLA 12,,,0.1216,NA
NLA06608-0934,1,NLA 12,,,0.35,NA
NLA06608-0935,1,NLA 07,,,18.72,1.4
NLA06608-0938,1,NLA 07,,,11.888,2.4
NLA06608-0938,1,NLA 12,,,3.39,0.11127
NLA06608-0938,1,NLA 12,,,12,NA
NLA06608-0940,1,NLA 07,,,22.56,NA
NLA06608-0940,1,NLA 12,,,7.428571429,NA
NLA06608-0940,1,NLA 12,,,7.34,NA
NLA06608-0942,1,NLA 07,,,2.384,NA
NLA06608-0942,1,NLA 12,,,2.69,NA
NLA06608-0942,1,NLA 12,,,3.52,NA
NLA06608-0943,1,NLA 07,,,2.288,NA
NLA06608-0943,1,NLA 12,,,0.9328,NA
NLA06608-0943,1,NLA 12,,,1.44,NA
NLA06608-0944,1,NLA 07,,,25.227,NA
NLA06608-0946,1,NLA 07,,,14.96,NA
NLA06608-0950,1,NLA 07,,,1.723,NA
NLA06608-0955,1,NLA 07,,,2.784,NA
NLA06608-0957,1,NLA 07,,,2.16,NA
NLA06608-0958,1,NLA 07,,,8.56,0.21
NLA06608-0958,1,NLA 12,,,4.02,NA
NLA06608-0958,1,NLA 12,,,8.016,NA
NLA06608-0958,2,NLA 12,,,19.07,0.3
NLA06608-0958,2,NLA 12,,,27.73333333,0.32
NLA06608-0961,1,NLA 07,,,3.64,NA
NLA06608-0962,1,NLA 07,,,1.396,NA
NLA06608-0962,1,NLA 12,,,6.29,NA
NLA06608-0962,1,NLA 12,,,6.353333333,NA
NLA06608-0967,1,NLA 07,,,15.5,NA
NLA06608-0968,1,NLA 07,,,47.6,NA
NLA06608-0970,1,NLA 07,,,0.86,NA
NLA06608-0970,1,NLA 12,,,1.79,NA
NLA06608-0970,1,NLA 12,,,1.860606061,NA
NLA06608-0971,1,NLA 07,,,28.584,NA
NLA06608-0972,1,NLA 07,,,13.36,NA
NLA06608-0972,1,NLA 12,,,109,0.28341
NLA06608-0972,1,NLA 12,,,154,0.293
NLA06608-0974,1,NLA 07,,,1.684,NA
NLA06608-0979,1,NLA 07,,,3.754,NA
NLA06608-0979,1,NLA 12,,,4.76,NA
NLA06608-0979,1,NLA 12,,,11.04,NA
NLA06608-0980,1,NLA 07,,,84,1.3
NLA06608-0982,1,NLA 07,,,2.08,NA
NLA06608-0982,1,NLA 12,,,0.952,NA
